### median normalized coverage (count/total counts) per loci over all sample (script for calculation here)
chr11:108098367	0.42628577529126566
chr11:108098551	0.4035600922228476
chr11:108098711	0.10915993627645473
chr11:108099968	0.379870493813835
chr11:108106473	0.5813575319544837
chr11:108114736	0.4752721170056861
chr11:108115481	0.6870031007771237
chr11:108115678	0.6859893626646953
chr11:108117675	0.2753684051304075
chr11:108119725	0.6074418715445195
chr11:108121358	0.05379188050247743
chr11:108121550	0.6053356911045951
chr11:108121754	0.47203631866131923
chr11:108122623	0.645801292491545
chr11:108122809	0.48021868376897986
chr11:108123662	0.12079978873110542
chr11:108124768	0.7780529594482327
chr11:108127046	0.6451612809790501
chr11:108128200	0.30581242765720085
chr11:108129745	0.3399413826291457
chr11:108137866	0.5144325133427763
chr11:108138063	0.4757320702144227
chr11:108139251	0.6207965475198676
chr11:108141791	0.5638423080766359
chr11:108142004	0.3277896937647984
chr11:108143164	0.510574452664835
chr11:108143555	0.674916260553152
chr11:108150189	0.28375836962388523
chr11:108150348	0.4672965834395924
chr11:108153462	0.22554187889257943
chr11:108153644	0.11000645859678483
chr11:108155024	0.3039259005826871
chr11:108158306	0.2958739707998841
chr11:108158464	0.32895898439405946
chr11:108160344	0.2968458017700508
chr11:108160516	0.30514221105466605
chr11:108164281	0.12445666170819406
chr11:108165708	0.6932046556057303
chr11:108168089	0.6035780384518975
chr11:108170500	0.7365623441561693
chr11:108172345	0.42583985094474575
chr11:108172516	0.6460240562288113
chr11:108173676	0.5283148506789053
chr11:108175515	0.2716946957933687
chr11:108178610	0.5881468083877615
chr11:108180871	0.38665197091867454
chr11:108181064	0.34332919757891434
chr11:108183209	0.5259224922408221
chr11:108186705	0.40210606374160507
chr11:108188143	0.3503380017821276
chr11:108190662	0.05196965284909785
chr11:108190821	0.21709213157614227
chr11:108196056	0.2337107932789924
chr11:108196251	0.6078792823743551
chr11:108196942	0.641480855641613
chr11:108198387	0.5531076821069094
chr11:108199781	0.377962541016032
chr11:108200879	0.6342025615387967
chr11:108201041	0.7552015213754371
chr11:108202160	0.34719774723388536
chr11:108202341	0.01727938862742291
chr11:108202657	0.28437195584483244
chr11:108203430	0.04517613787336444
chr11:108203559	0.5082773300200416
chr11:108204712	0.07298985657405514
chr11:108205708	0.42109824623893666
chr11:108206493	1.0880215162875972
chr11:108206681	0.4334439572031098
chr11:108213997	0.9637467207332413
chr11:108216435	0.05082592121982211
chr11:108216634	1.0059638608355754
chr11:108218097	0.5015613970604424
chr11:108224505	0.44601622166472144
chr11:108225505	0.6008213531102682
chr11:108235710	0.6780601084594258
chr11:108235908	0.6294524793228269
chr11:108236134	0.6986248598177317
chr13:32890576	0.5332798114874677
chr13:32893213	0.32405731949980776
chr13:32893437	0.7535444900979886
chr13:32899256	0.43854603456521357
chr13:32900242	0.23040335335959344
chr13:32900439	0.7166354469812375
chr13:32900681	0.733008353534893
chr13:32903565	0.24655188885898632
